iter	RMSE
405	0.9136218876
406	0.9097453905
407	0.9070242163
408	0.9065392271
409	0.902948589
410	0.9024698483
411	0.8996863289
412	0.8986503813
413	0.8979259738
414	0.8941122502
415	0.8905193206
416	0.8877206211
417	0.8857892985
418	0.883959827
419	0.8809359758
420	0.878230419
421	0.8775386488
422	0.877123711
423	0.8735549185
424	0.871676865
425	0.8691323065
426	0.8670522611
427	0.8653693965
428	0.8646870034
429	0.8613940824
430	0.8578248321
431	0.8551629615
432	0.8534859566
433	0.8511848686
434	0.847182901
435	0.8459394633
436	0.8446948627
437	0.843484456
438	0.8429690002
439	0.8426034032
440	0.8402655414
441	0.8372972244
442	0.8360536298
443	0.8335939093
444	0.8308866415
445	0.8287751728
446	0.828290291
447	0.8257313401
448	0.8254072556
449	0.8228000534
450	0.8196433697
451	0.8184248879
452	0.8171991739
453	0.8148025327
454	0.8119035472
455	0.8093776388
456	0.8069960751
457	0.8054413133
458	0.8025967034
459	0.8002907118
460	0.7997487743
461	0.7970145329
462	0.79477774
463	0.7942892856
464	0.7930389313
465	0.7900515077
466	0.789611886
467	0.7863442166
468	0.7841659661
469	0.7820922103
470	0.7802668489
471	0.7790764958
472	0.7769198936
473	0.7752338503
474	0.7732914164
475	0.7728741374
476	0.7709565796
477	0.7689736293
478	0.7670218712
479	0.76484723
480	0.7645538948
481	0.7622674715
482	0.7613370415
483	0.7599160738
484	0.7581640652
485	0.7556095604
486	0.7551663376
487	0.7537690694
488	0.7514305651
489	0.748263934
490	0.7469619226
491	0.7452938124
492	0.7430318217
493	0.7405292673
494	0.7385149637
495	0.7376151374
496	0.7349841839
497	0.7338251215
498	0.7324685667
499	0.7316570789
500	0.7303544768
501	0.7294242409
502	0.7271527275
503	0.7262748609
504	0.7241215243
505	0.7213476373
506	0.7194084179
507	0.7178769609
508	0.7161068933
509	0.7143171525
510	0.71251563
511	0.710904833
512	0.71041629
513	0.7085185211
514	0.7070308915
515	0.7050961665
516	0.7037238174
517	0.7021859484
518	0.7008776953
519	0.6988523111
520	0.6981098806
521	0.6978582594
522	0.6973263647
523	0.6958145985
524	0.69478903
525	0.6926670426
526	0.6910416891
527	0.6889217282
528	0.6873296329
529	0.6853491755
530	0.683510008
531	0.6820891076
532	0.6810863456
533	0.6806551822
534	0.6790245913
535	0.6774005072
536	0.6753932439
537	0.6747641267
538	0.6733715462
539	0.6714178577
540	0.6698726001
541	0.668331769
542	0.6669050681
543	0.665410525
544	0.6637972489
545	0.663491089
546	0.662062643
547	0.66063321
548	0.6593190761
549	0.6580420299
550	0.6570190262
551	0.6564384077
552	0.6548086282
553	0.6536624467
554	0.6532359186
555	0.6517256415
556	0.6510026148
557	0.6497423066
558	0.6479894714
559	0.6462319604
560	0.6443595692
561	0.6431002245
562	0.6427899287
563	0.6416642649
564	0.6408234776
565	0.6397502248
566	0.6382038977
567	0.6369801146
568	0.6353052927
569	0.6341755317
570	0.6335852609
571	0.6324889744
572	0.6320001554
573	0.631205737
574	0.6292704288
575	0.6281654166
576	0.6277628615
577	0.6269477323
578	0.6260708868
579	0.624739629
580	0.6236936885
581	0.6224728438
582	0.621600657
583	0.6205321507
584	0.6198243824
585	0.6189685166
586	0.6187301749
587	0.6184086937
588	0.6175509292
589	0.6156925411
590	0.6142832978
591	0.6132502812
592	0.6120837488
593	0.6110486566
594	0.6104162715
595	0.6098285236
596	0.6088579726
597	0.6068688614
598	0.6056597106
599	0.6044394384
600	0.6027663092
601	0.6022445433
602	0.6012112496
603	0.5994771653
604	0.5979497014
605	0.5965389162
606	0.5959708748
607	0.5949893702
608	0.5945164943
609	0.5942820329
610	0.5935163078
611	0.5920136028
612	0.5915688207
613	0.5902497854
614	0.588865177
615	0.5886561935
616	0.5872426492
617	0.5857850274
618	0.5844821043
619	0.5835743759
620	0.5830704046
621	0.5825534386
622	0.5814538704
623	0.5804121667
624	0.5790577216
625	0.5778226625
626	0.5776356703
627	0.5770979928
628	0.5759714302
629	0.5750816112
630	0.5742186657
631	0.5727203475
632	0.5714490241
633	0.5699057866
634	0.5689729006
635	0.5687673126
636	0.5683688885
637	0.5680872774
638	0.5666625784
639	0.5653651235
640	0.5641456523
641	0.5633906732
642	0.5629302312
643	0.5620737912
644	0.5606698946
645	0.5589227724
646	0.558486941
647	0.5571974971
648	0.5569319805
649	0.5560978166
650	0.5556593459
651	0.5547421971
652	0.5542647256
653	0.553027324
654	0.5514242927
655	0.5505998545
656	0.5495613275
657	0.5487682406
658	0.5478092421
659	0.5467618452
660	0.5457776802
661	0.5446325143
662	0.5442998547
663	0.543276602
664	0.542066641
665	0.5409992236
666	0.5401282877
667	0.5390131672
668	0.5381675681
669	0.5375822281
670	0.5363605678
671	0.5354356543
672	0.5346146
673	0.5335574309
674	0.5325342027
675	0.5318365224
676	0.5309446908
677	0.5298315583
678	0.5293671963
679	0.5284730847
680	0.5281776407
681	0.5271472048
682	0.5259723738
683	0.5251983659
684	0.5243140059
685	0.5239262443
686	0.5231554587
687	0.5228277904
688	0.521742514
689	0.5208240107
690	0.5200458634
691	0.5191620419
692	0.5179742135
693	0.5172993448
694	0.5165574067
695	0.5153326099
696	0.5143742988
697	0.5138534799
698	0.5130351767
699	0.5123858051
700	0.5120747265
701	0.5118511751
702	0.5108379041
703	0.5101840495
704	0.5099815746
705	0.5091392683
706	0.5084298257
707	0.5079337986
708	0.5076495251
709	0.5070402469
710	0.5068722824
711	0.5058426882
712	0.5051341311
713	0.5042847427
714	0.5033585011
715	0.5029170643
716	0.5023442037
717	0.5017553105
718	0.5016409359
719	0.5010352786
720	0.5003069128
721	0.4996455396
722	0.4986368021
723	0.4976077275
724	0.4968454463
725	0.4962329511
726	0.4952842524
727	0.4947986469
728	0.4939293919
729	0.4931386066
730	0.4923180685
731	0.4913592734
732	0.4909729707
733	0.4901004369
734	0.4895817635
735	0.4891311258
736	0.4889788001
737	0.4879149017
738	0.4870080387
739	0.4859839382
740	0.4852005664
741	0.4846438221
742	0.4837839462
743	0.4831574895
744	0.482493681
745	0.4820898743
746	0.4812200467
747	0.4805284506
748	0.4804377963
749	0.4797291454
750	0.4788523169
751	0.478172595
752	0.4774174452
753	0.4767155401
754	0.4757614303
755	0.4749628397
756	0.4743675476
757	0.4741372197
758	0.4736083402
759	0.4734227386
760	0.4731079803
761	0.472608888
762	0.4719693995
763	0.4710556738
764	0.4706763423
765	0.4699056877
766	0.4692106922
767	0.4684941951
768	0.4680108506
769	0.4674266855
770	0.4672351561
771	0.4667379943
772	0.4658739562
773	0.4650879796
774	0.4644759216
775	0.4638192434
776	0.4629519582
777	0.4622522469
778	0.4617875409
779	0.4613716602
780	0.4609072758
781	0.4604149833
782	0.4597185694
783	0.4592801448
784	0.4587201187
785	0.4578233541
786	0.4570097691
787	0.456121604
788	0.4555184748
789	0.4546988681
790	0.4537573643
791	0.452854617
792	0.4521916407
793	0.4516813041
794	0.4510463267
795	0.4506031497
796	0.4502535748
797	0.4498620175
798	0.4494368655
799	0.4492632727
800	0.4486663163
801	0.447963221
802	0.4472687559
803	0.4465491322
804	0.4457577593
805	0.444989435
806	0.4443389453
807	0.4435221242
808	0.4429935718
809	0.4424292162
810	0.4418379946
811	0.441540645
812	0.4411278571
813	0.440499819
814	0.4398162583
815	0.439180007
816	0.438320006
817	0.4379239437
818	0.4376161261
819	0.4371795485
820	0.4365121745
821	0.4357098935
822	0.4352696591
823	0.4346910609
824	0.4344588814
825	0.4342663045
826	0.4336291726
827	0.4330344127
828	0.4323559041
829	0.4322439205
830	0.4316978073
831	0.4312001729
832	0.4307548688
833	0.4303915847
834	0.4295668898
835	0.4288177274
836	0.4282067656
837	0.4273953117
838	0.4267886901
839	0.4262960079
840	0.4258348164
841	0.4257556691
842	0.4254054579
843	0.424798867
844	0.4242281022
845	0.4234822371
846	0.4232279903
847	0.4225942097
848	0.4224689878
849	0.4218815093
850	0.4211810158
851	0.4203885675
852	0.4196947056
853	0.4191191659
854	0.4185861808
855	0.4182851165
856	0.4178791481
857	0.4173584635
858	0.4169714485
859	0.4163566392
860	0.4154796708
861	0.4154170719
862	0.4149545359
863	0.4144567853
864	0.4139340241
865	0.4134708059
866	0.4130090242
867	0.4125561668
868	0.4119430258
869	0.4114682488
870	0.4108105101
871	0.4100290252
872	0.4097909617
873	0.409170124
874	0.4086591464
875	0.4081369374
876	0.4079192552
877	0.407096427
878	0.4066053629
879	0.4061041735
880	0.4056301088
881	0.4049410477
882	0.4045701012
883	0.4040917134
884	0.4035710745
885	0.40306776
886	0.402532531
887	0.4023647803
888	0.4022557097
889	0.4019211888
890	0.4015453419
891	0.4012615233
892	0.4006357183
893	0.4003231571
894	0.3997585959
895	0.3992722171
896	0.399060745
897	0.3984472786
898	0.3978585933
899	0.3972800791
900	0.3969244632
901	0.3967381919
902	0.3962213145
903	0.3957377405
904	0.3952846716
905	0.3949675415
906	0.3943828756
907	0.3939427977
908	0.3934972401
909	0.3930913653
910	0.3923749057
911	0.3918925997
912	0.3916074074
913	0.3914382687
914	0.3909982575
915	0.3902293713
916	0.3899981296
917	0.3895247096
918	0.3891950267
919	0.3888121507
920	0.3882897089
921	0.3877484735
922	0.387224751
923	0.3868839749
924	0.3863707614
925	0.3857990925
926	0.385348592
927	0.3849093903
928	0.3843867495
929	0.3839957817
930	0.3835417092
931	0.3830325274
932	0.3828336926
933	0.3824381022
934	0.3820526512
935	0.3815439434
936	0.3809710037
937	0.3806262321
938	0.3803742581
939	0.3799579664
940	0.3792989588
941	0.3788030312
942	0.3783655647
943	0.3780104211
944	0.3778492084
945	0.3773622061
946	0.3771170344
947	0.3768069101
948	0.3763881419
949	0.3759253501
950	0.3752848879
951	0.3747480059
952	0.3740488112
953	0.373534812
954	0.3730437555
955	0.3725193634
956	0.3723748461
957	0.3720669976
958	0.3714279849
959	0.3711271518
960	0.3707633394
961	0.3704359661
962	0.3701016244
963	0.3698330502
964	0.3695817125
965	0.3690711417
966	0.3686871879
967	0.3685227316
968	0.3679714063
969	0.3676757354
970	0.3673632803
971	0.3669752919
972	0.3664914755
973	0.3661746592
974	0.3655297208
975	0.3651165796
976	0.3646146628
977	0.3644976349
978	0.3641084732
979	0.3637492157
980	0.3632551679
981	0.362795849
982	0.362354942
983	0.3619685441
984	0.3614531772
985	0.3609498968
986	0.3605018897
987	0.3601879289
988	0.3600924693
989	0.3596253809
990	0.359197186
991	0.3585681437
992	0.3581736283
993	0.3578457577
994	0.3572354811
995	0.3571299663
996	0.3566604481
997	0.356323579
998	0.3559258657
999	0.3553819672
